"ID";"IDNr";"Punkt";"Referenzgebiet";"IUGNr";"AusserhalbIUG";"Datum";"Uhrzeit";"Begehungsdurchgang";"WannLetzterSchneefall";"X-Koordinaten";"Y-Koordinaten";"GPS";"Art";"unsicher bei Art";"Geschlecht";"Nachweisart";"Anzahl";"andere Nachweisart";"Genetik";"frisch";"Losungsfund auf Schnee";"Harnsaeurebelag";"Blinddarmlosung";"Totholz stehend";"Totholz liegend";"Wurzelteller";"Terrassen-Hangverebnung";"Ameisenhaufen";"Felsblock";"Felswand";"Anthropogene Struktur";"Schlafbaum";"Schneehoehle/Schlafplatz";"aesungsbaum";"Huderstelle";"andere:";"Beschreibung";"Gesang";"Spuren";"Paarbeobachtung";"Gelege";"Fichte";"Laerche";"Zirbe";"Foehre";"Tanne";"sonstige Nadelwald";"Buche";"Ahorn";"Birke";"Eberesche";"sonstige Laubwald";"Freiflaeche";"Nachweisort Baumschicht";"Nadelgebuesch";"Laubgebuesch";"Zwergstraeucher (> 30 cm)";"Art (Zwergstraeucher > 30cm)";"Zwergstraeucher (< 30 cm)";"Art (Zwergstraeucher < 30cm)";"Hochstauden, Farne";"Graeser und Kraeuter";"Boden";"Fels";"Moor, Feuchtflaeche";"Gewaesser fliessend";"Gewaesser stehend";"von Schnee bedeckt";"sonstiges";"sonstiges Beschreibung";"Nachweisort Boden";"Bemerkung/Notiz"
347;"ME009";"A";"NPZ";1;0;2024-6-6 00:00:00;1899-12-30 11:00:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"90";;"10";"0";"0";;"0";;"0";"20";"0";"0";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
348;"ME010";"A";"NPZ";1;0;2024-6-6 00:00:00;1899-12-30 12:13:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Birkhuhn";0;"maennlich";"Losung";"mehr";;1;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"50";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"0";"0";;"Nadelgebuesch";
349;"ME011";"A";"NPZ";1;0;2024-6-6 00:00:00;1899-12-30 12:22:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"20";"0";"0";;"60";"Alpenrose";"0";"0";"0";"20";"0";"0";"0";"0";"0";;;
350;"ME012";"A";"NPZ";1;0;2024-6-6 00:00:00;1899-12-30 12:42:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"50";"0";"0";;"0";;"0";"0";"30";"20";"0";"0";"0";"0";"0";;;
351;"VW001";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:29:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"70";"Vacc. & Erica";"0";"0";"0";"30";"0";"0";"0";"0";"0";;"Zwergstraeucher < 30 cm";
352;"VW002";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:20:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"20";"Alpenrose & Erica";"0";;"0";"0";"0";"80";"0";"0";"0";"0";"0";;"Zwergstraeucher > 30 cm";
353;"VW002";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:20:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"20";"Alpenrose & Erica";"0";;"0";"0";"0";"80";"0";"0";"0";"0";"0";;"Zwergstraeucher > 30 cm";
354;"VW003";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:24:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
355;"VW004";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:37:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
356;"VW004";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:37:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
357;"VW005";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:48:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"40";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
358;"VW005";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:48:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"40";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
359;"VW006";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Erica & Vacc.";"0";"10";"0";"50";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
360;"VW006";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Erica & Vacc.";"0";"10";"0";"50";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
361;"VW006";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Erica & Vacc.";"0";"10";"0";"50";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
362;"VW006";"D";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Erica & Vacc.";"0";"10";"0";"50";"0";"0";"0";"0";"0";;"Fels";
363;"VW007";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:21:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"30";"Erica";"0";"30";"0";"10";"0";"0";"0";"30";"0";;"Zwergstraeucher < 30 cm";
364;"VW007";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:21:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"30";"Erica";"0";"30";"0";"10";"0";"0";"0";"30";"0";;"Zwergstraeucher < 30 cm";
365;"VW008";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:38:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Erica";"0";"10";"0";"50";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
366;"VW009";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 13:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"20";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
367;"VW011";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"60";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
368;"VW010";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 13:49:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
369;"VW010";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 13:49:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
370;"VW012";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:09:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"60";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
371;"VW012";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:09:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"60";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
372;"VW013";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:15:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
373;"VW013";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:15:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
374;"SW001";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:00:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"+";"0";;"30";"Alpenrose";"0";"30";"+";"40";"0";"0";"0";"+";"0";;"Fels";
375;"SW001";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:00:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"+";"0";;"30";"Alpenrose";"0";"30";"+";"40";"0";"0";"0";"+";"0";;"Boden";
376;"SW001";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:00:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"+";"0";;"30";"Alpenrose";"0";"30";"+";"40";"0";"0";"0";"+";"0";;"Fels";
377;"SW002";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"0";;"0";"40";"+";"60";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
378;"SW002";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"0";;"0";"40";"+";"60";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
379;"SW003";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:47:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"20";"Alpenrose & Juniperus";"0";"30";"+";"40";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
380;"SW004";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:08:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"10";"Alpenrose & Juniperus";"0";"30";"+";"60";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
381;"SW004";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:08:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"10";"Alpenrose & Juniperus";"0";"30";"+";"60";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
382;"SW005";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Alpenrose & Juniperus";"0";"30";"+";"50";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
383;"SW006";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:52:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"20";"Alpenrose";"0";"50";"+";"30";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
384;"SW007";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:18:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"0";;"50";"Alpenrose";"0";"40";"+";"10";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
385;"SW008";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:37:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"50";"Alpenrose";"0";"30";"+";"20";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
386;"SW008";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:37:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"50";"Alpenrose";"0";"30";"+";"20";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
387;"SW009";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:53:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose & Juniperus";"0";"30";"0";"20";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
388;"SW010";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:09:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus";"0";"60";"+";"20";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
389;"SW010";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:09:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus";"0";"60";"+";"20";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
390;"SW010";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:09:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus";"0";"60";"+";"20";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
391;"SW011";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:30:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus";"0";"10";"+";"60";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
392;"SW011";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:30:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus";"0";"10";"+";"60";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
393;"SW011";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:30:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus";"0";"10";"+";"60";"0";"0";"0";"10";"0";;"Fels";
394;"SW012";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:36:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"70";"Alpenrose & Juniperus & Vacc.";"0";"20";"0";"10";"0";"0";"0";"+";"0";;"Fels";
395;"SW012";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:36:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"70";"Alpenrose & Juniperus & Vacc.";"0";"20";"0";"10";"0";"0";"0";"+";"0";;"Zwergstraeucher < 30 cm";
396;"SW012";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:36:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"70";"Alpenrose & Juniperus & Vacc.";"0";"20";"0";"10";"0";"0";"0";"+";"0";;"Zwergstraeucher < 30 cm";
397;"SW013";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:52:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"20";"Alpenrose & Juniperus & Vacc.";"0";"80";"+";"+";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
398;"SW014";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 13:23:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"+";"+";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"10";"0";"0";;"50";"Alpenrose & Vacc.";"0";"30";"+";"10";"0";"0";"0";"0";"0";;"Graeser und Kraeuter";
399;"SW015";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 13:49:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"40";"Alpenrose";"0";"40";"+";"10";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
400;"SW016";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:11:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"50";"Alpenrose";"0";"50";"+";"+";"0";"+";"0";"+";"0";;"Graeser und Kraeuter";
